"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000166136",139.459876701599,0.0630724301231458,0.151677826067152,0.415831580386853,0.677533248214783,0.748980158367769,"NDUFB8","4714","NADH:ubiquinone oxidoreductase subunit B8"
"ENSG00000168481",1.75790518400538,0.539309844607742,1.29785107616501,0.41554062288975,0.67774618351726,0.749119111095371,"LGI3","203190","leucine rich repeat LGI family member 3"
"ENSG00000197837",8.33657302727904,0.241235844667634,0.580583728300533,0.415505693509138,0.677771748082599,0.749119111095371,"H4C16","121504","H4 histone 16"
"ENSG00000125901",299.746577657982,0.0447311129063527,0.10772390563568,0.415238499220704,0.677967317955455,0.749220572013403,"MRPS26","64949","mitochondrial ribosomal protein S26"
"ENSG00000105499",92.1995370237252,0.0752967214100245,0.181367804997398,0.415160350047268,0.678024522471449,0.749220572013403,"PLA2G4C","8605","phospholipase A2 group IVC"
"ENSG00000187257",313.823626755791,0.0428076607914894,0.103113948225141,0.415149080491249,0.678032771841673,0.749220572013403,"RSBN1L","222194","round spermatid basic protein 1 like"
"ENSG00000213654",147.67163641214,-0.0588976889314227,0.141908967640971,-0.415038527236936,0.678113699411767,0.749247662888868,"GPSM3","63940","G protein signaling modulator 3"
"ENSG00000183172",204.367364059199,0.0510030042303833,0.122942299149271,0.414853183837547,0.67824938344966,0.749335244633039,"SMDT1","91689","single-pass membrane protein with aspartate rich tail 1"
"ENSG00000039123",1255.55840318765,0.024746780250731,0.0596743237248433,0.41469728865027,0.678363517461818,0.749399005150783,"MTREX","23517","Mtr4 exosome RNA helicase"
"ENSG00000178053",67.0293809836002,0.09281170245548,0.223918126052589,0.414489456890517,0.678515686762085,0.749504769758318,"MLF1","4291","myeloid leukemia factor 1"
"ENSG00000166676",2.87568511967495,-0.423594186021313,1.02277404104636,-0.414162042661887,0.678755437994377,0.749707253841273,"TVP23A","780776","trans-golgi network vesicle protein 23 homolog A"
"ENSG00000104976",381.412040280425,0.0383739152775755,0.092761097873563,0.413685436645874,0.679104494004137,0.750030424859716,"SNAPC2","6618","small nuclear RNA activating complex polypeptide 2"
"ENSG00000174744",805.174255444073,0.0297662883042503,0.0720697160267517,0.413020751923059,0.6795914097341,0.750505787319224,"BRMS1","25855","BRMS1 transcriptional repressor and anoikis regulator"
"ENSG00000152193",128.283413973211,-0.0667818628000365,0.161761531705182,-0.41284143452443,0.679722791852911,0.75056747130365,"OBI1","79596","ORC ubiquitin ligase 1"
"ENSG00000062524",10.4774236095686,0.215444522791677,0.521922491399039,0.412790263577581,0.679760285522632,0.75056747130365,"LTK","4058","leukocyte receptor tyrosine kinase"
"ENSG00000196700",1094.14157334668,-0.0269518414528025,0.0655620719233248,-0.411088921721736,0.681007332950929,0.751881911575581,"ZNF512B","57473","zinc finger protein 512B"
"ENSG00000111863",18.957035623776,-0.167035772508661,0.40655887898065,-0.410852600064875,0.681180620784898,0.752010722738344,"ADTRP","84830","androgen dependent TFPI regulating protein"
"ENSG00000099968",1219.73548926443,0.0256074597648087,0.0625116790548232,0.409642808383866,0.68206798939598,0.752927778852842,"BCL2L13","23786","BCL2 like 13"
"ENSG00000142611",4.06379450073457,0.355869573716988,0.869019827297192,0.40950685190211,0.682167739462577,0.752975310856973,"PRDM16","63976","PR/SET domain 16"
"ENSG00000160050",119.000736578067,-0.0653978313949416,0.159752491763226,-0.409369711064475,0.682268364107121,0.753023800238556,"CCDC28B","79140","coiled-coil domain containing 28B"
"ENSG00000134762",3.81657148370131,0.372521627560548,0.910354368801206,0.409205074778847,0.682389170508141,0.75309455444031,"DSC3","1825","desmocollin 3"
"ENSG00000147465",3.61716101353172,-0.36634769478848,0.895566374679351,-0.409068166409941,0.68248963698633,0.753142851317085,"STAR","6770","steroidogenic acute regulatory protein"
"ENSG00000169733",458.638111689969,0.0348886918197124,0.0853480345214217,0.408781432581855,0.682700067028331,0.753312477383924,"RFNG","5986","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"ENSG00000182379",86.5337933467334,-0.0790676084740434,0.193558497899447,-0.408494637704405,0.682910566547761,0.753419238745617,"NXPH4","11247","neurexophilin 4"
"ENSG00000103540",320.12241352993,-0.041593523729601,0.101825634174703,-0.40847792470645,0.682922834187302,0.753419238745617,"CCP110","9738","centriolar coiled-coil protein 110"
"ENSG00000184163",4.52322235705183,0.331070281957584,0.81062357268966,0.408414328316518,0.682969515841079,0.753419238745617,"C1QTNF12","388581","C1q and TNF related 12"
"ENSG00000197050",71.5373881849906,-0.0835605693275964,0.20465598113652,-0.408297714357322,0.683055117127576,0.753419238745617,"ZNF420","147923","zinc finger protein 420"
"ENSG00000115468",8.00927256617622,-0.247795840241526,0.607149687618528,-0.408129733564511,0.683178431759019,0.753419238745617,"EFHD1","80303","EF-hand domain family member D1"
"ENSG00000065883",995.794371147902,-0.0270173542414384,0.0661981077965527,-0.408128799156481,0.68317911773122,0.753419238745617,"CDK13","8621","cyclin dependent kinase 13"
"ENSG00000144744",734.320514066763,0.0298368563385412,0.0731192983523471,0.40805720255634,0.683231679356038,0.753419238745617,"UBA3","9039","ubiquitin like modifier activating enzyme 3"
"ENSG00000166863",4.78119750924375,-0.31850471436463,0.780588728157538,-0.408031403574598,0.683250619687619,0.753419238745617,"TAC3","6866","tachykinin precursor 3"
"ENSG00000131400",1.53275894139814,-0.55196289763051,1.35391248847336,-0.407679892407885,0.683508701595708,0.753641256399983,"NAPSA","9476","napsin A aspartic peptidase"
"ENSG00000106608",560.9303203816,-0.032654047522274,0.0802736242754369,-0.406784268394692,0.684166442000965,0.754303866743323,"URGCP","55665","upregulator of cell proliferation"
"ENSG00000116898",741.526511384144,-0.0285244044118778,0.0701366020848235,-0.406697837705059,0.684229928820743,0.754311247891526,"MRPS15","64960","mitochondrial ribosomal protein S15"
"ENSG00000169249",179.054268021789,-0.0542278571526093,0.133430428470126,-0.406412973220353,0.684439189045206,0.754479318524228,"ZRSR2","8233","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
"ENSG00000177192",246.815045509157,-0.0463048250427922,0.113991933244108,-0.40621141974698,0.684587263995748,0.754579920364442,"PUS1","80324","pseudouridine synthase 1"
"ENSG00000181220",396.289275384607,0.0370921937807342,0.0915877169332807,0.404990920428281,0.68548418498292,0.755505845568263,"ZNF746","155061","zinc finger protein 746"
"ENSG00000148824",46.8606222201546,-0.101477503206502,0.250842665994062,-0.40454642277205,0.685810947802009,0.755803269889336,"MTG1","92170","mitochondrial ribosome associated GTPase 1"
"ENSG00000125454",46.994746030356,-0.101410615799882,0.250793896586147,-0.404358388223565,0.685949195015753,0.755892907010639,"SLC25A19","60386","solute carrier family 25 member 19"
"ENSG00000121716",6.38287969657521,-0.272876273904329,0.675081499724355,-0.404212341792433,0.686056578877856,0.755948521706959,"PILRB","29990","paired immunoglobin like type 2 receptor beta"
"ENSG00000178235",1.34228459401342,0.586485457628057,1.4523705982242,0.403812538167014,0.686350575743457,0.75619719267505,"SLITRK1","114798","SLIT and NTRK like family member 1"
"ENSG00000148572",548.392410674797,0.0328571869516999,0.081379908743966,0.403750599611432,0.686396126704593,0.75619719267505,"NRBF2","29982","nuclear receptor binding factor 2"
"ENSG00000172901",3.72861118972142,0.356792861877861,0.884083677908915,0.403573633122339,0.686526277986605,0.756277848902554,"LVRN","206338","laeverin"
"ENSG00000153446",5.57227406805516,0.29985666679827,0.744151459063132,0.402951123922786,0.686984180710126,0.756719513036316,"C16orf89","146556","chromosome 16 open reading frame 89"
"ENSG00000163463",24.4250370182284,0.143006871308242,0.355079047696471,0.402746577800016,0.687134664976574,0.756822507688768,"KRTCAP2","200185","keratinocyte associated protein 2"
"ENSG00000167608",10.2932755046602,0.212643936941707,0.528643343186241,0.402244612899236,0.687504012310219,0.757166525000359,"TMC4","147798","transmembrane channel like 4"
"ENSG00000238243",3.59300694986145,-0.371126891183846,0.924035936091584,-0.401636859226071,0.687951299161319,0.757546422662847,"OR2W3","343171","olfactory receptor family 2 subfamily W member 3"
"ENSG00000100599",608.135814266227,0.0311360621962202,0.0775259962487798,0.401620923339121,0.687963028923299,0.757546422662847,"RIN3","79890","Ras and Rab interactor 3"
"ENSG00000106089",155.529939765934,0.0608811179114353,0.151776141932013,0.401124426648733,0.688328517653285,0.757886045881698,"STX1A","6804","syntaxin 1A"
"ENSG00000162600",71.3132363377923,0.0831935640861855,0.207700587724435,0.400545636378082,0.688754677481493,0.758292409342606,"OMA1","115209","OMA1 zinc metallopeptidase"
"ENSG00000279392",6.49016231498754,-0.263213888792731,0.659387125420389,-0.399179599730462,0.689760873713793,0.759337250283183,NA,NA,NA
"ENSG00000151376",86.3155669829365,0.0742132907441538,0.186019825246192,0.398953663384721,0.689927347001264,0.759457568611867,"ME3","10873","malic enzyme 3"
"ENSG00000117226",641.701571505197,-0.0305768526448527,0.0767218364076198,-0.398541720018264,0.690230911668808,0.759728761811976,"GBP3","2635","guanylate binding protein 3"
"ENSG00000219607",10.6928390160803,-0.205561991390262,0.516242285347029,-0.398188984561928,0.690490885123001,0.759951933725862,"PPP1R3G","648791","protein phosphatase 1 regulatory subunit 3G"
"ENSG00000021776",957.130991189207,0.0266704595464545,0.0670407935120806,0.397824341706942,0.690759672967377,0.760172895410435,"AQR","9716","aquarius intron-binding spliceosomal factor"
"ENSG00000120071",554.70707109986,0.0322675371035508,0.0811228590039215,0.397761340018735,0.690806117121213,0.760172895410435,"KANSL1","284058","KAT8 regulatory NSL complex subunit 1"
"ENSG00000118363",638.584284864736,-0.0307506811890204,0.077342551453352,-0.397590726077445,0.690931897691561,0.760248319537678,"SPCS2","9789","signal peptidase complex subunit 2"
"ENSG00000112053",1.91817042428591,-0.48699040023653,1.22650069229787,-0.397056767513229,0.69132559950273,0.760618506676214,"SLC26A8","116369","solute carrier family 26 member 8"
"ENSG00000244187",121.547498120819,-0.062971304126094,0.158663013081316,-0.396887106220658,0.691450712754335,0.760693147254458,"TMEM141","85014","transmembrane protein 141"
"ENSG00000182196",3.32178461745712,0.397194224358114,1.00141458929828,0.396633151346878,0.691638002326641,0.760836172511383,"ARL6IP4","51329","ADP ribosylation factor like GTPase 6 interacting protein 4"
"ENSG00000196504",2058.82281117509,-0.021977174722245,0.0554410329558856,-0.396406299639695,0.691805319496331,0.760957205262962,"PRPF40A","55660","pre-mRNA processing factor 40 homolog A"
"ENSG00000131174",669.935431034694,0.029420684008069,0.0742333903982245,0.396326826112103,0.691863939699491,0.760958665707903,"COX7B","1349","cytochrome c oxidase subunit 7B"
"ENSG00000198039",27.2190878692677,0.131405050982966,0.331642214795234,0.396225345027621,0.691938795507288,0.760964002648185,"ZNF273","10793","zinc finger protein 273"
"ENSG00000214756",36.6165792388563,0.110132843665496,0.277997474372447,0.396164907303962,0.691983377803401,0.760964002648185,"CSKMT","751071","citrate synthase lysine methyltransferase"
"ENSG00000104835",13.1725486982811,-0.184752094032524,0.467056537116969,-0.395566873280385,0.692424579168391,0.761385989032442,"SARS2","54938","seryl-tRNA synthetase 2, mitochondrial"
"ENSG00000278888",2.38008946654021,0.427200525053829,1.08018205101858,0.395489375750126,0.692481760842637,0.761385989032442,NA,NA,NA
"ENSG00000124733",784.393545503739,0.0293693925795473,0.0743292666686371,0.395125552771525,0.692750231620666,0.761618125683775,"MEA1","4201","male-enhanced antigen 1"
"ENSG00000185009",1282.56337610738,0.0227647255972456,0.057653675408766,0.394852980939084,0.692951392014462,0.761776228168853,"AP3M1","26985","adaptor related protein complex 3 subunit mu 1"
"ENSG00000107140",304.328345486395,-0.0414864323351929,0.105134775697719,-0.394602376424653,0.69313635944007,0.761916504682861,"TESK1","7016","testis associated actin remodelling kinase 1"
"ENSG00000179148",2.17966824009217,-0.447729148306175,1.13499284527501,-0.394477507210795,0.693228530358676,0.761954761686853,"ALOXE3","59344","arachidonate lipoxygenase 3"
"ENSG00000196670",153.677489383619,0.0560492671839134,0.142131730016071,0.394347322568831,0.693324629639833,0.761997329820129,"ZFP62","643836","ZFP62 zinc finger protein"
"ENSG00000157045",530.881105866359,0.0351922945196866,0.089266343883452,0.3942392282318,0.693404426119602,0.762021974823809,"NTAN1","123803","N-terminal asparagine amidase"
"ENSG00000025708",22.7488100611872,0.142801223246475,0.362676496549574,0.393742700740344,0.69377101208484,0.762361759122267,"TYMP","1890","thymidine phosphorylase"
"ENSG00000124251",15.2739916281333,0.183214667999272,0.465777767601264,0.393352110691799,0.694059434868492,0.762615603401995,"TP53TG5","27296","TP53 target 5"
"ENSG00000016864",934.495648955044,0.0269672954290932,0.068624993560997,0.392966090483104,0.694344526694572,0.762865746013509,"GLT8D1","55830","glycosyltransferase 8 domain containing 1"
"ENSG00000133114",377.539387031684,-0.0378204471222787,0.0962855566238948,-0.392794604387144,0.694471190117191,0.762941798770598,"GPALPP1","55425","GPALPP motifs containing 1"
"ENSG00000111271",241.527045452663,0.0466590640111283,0.1188909267451,0.392452689944662,0.694723761147336,0.763111695124798,"ACAD10","80724","acyl-CoA dehydrogenase family member 10"
"ENSG00000170631",106.933861185241,-0.0671967397534771,0.17123255579941,-0.39242969562514,0.694740748189208,0.763111695124798,"ZNF16","7564","zinc finger protein 16"
"ENSG00000089723",76.2779666502388,0.0773062321530028,0.197122025579693,0.392174501685756,0.694929282871225,0.76325566320149,"OTUB2","78990","OTU deubiquitinase, ubiquitin aldehyde binding 2"
"ENSG00000163125",729.852216573983,-0.0278896791868133,0.0711848105713806,-0.391792560280074,0.695211492541562,0.763467214249334,"RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2"
"ENSG00000147443",1.18896538903887,-0.59850018870269,1.52772842717245,-0.391758232718367,0.695236858631659,0.763467214249334,"DOK2","9046","docking protein 2"
"ENSG00000167077",6.77307522017033,-0.253130583907156,0.646317272633618,-0.39165065614864,0.69531635372745,0.7634912150084,"MEI1","150365","meiotic double-stranded break formation protein 1"
"ENSG00000101146",500.229691265545,0.0322117545764005,0.082262433546941,0.39157308126582,0.695373680767702,0.7634912150084,"RAE1","8480","ribonucleic acid export 1"
"ENSG00000168970",10.5144335579174,-0.204935472592293,0.524172188562107,-0.390969755862984,0.695819591448214,0.763901053383663,"JMJD7-PLA2G4B","8681","JMJD7-PLA2G4B readthrough"
"ENSG00000068885",160.346402878305,0.0533566392380003,0.136492570037958,0.390912408075855,0.695861981997361,0.763901053383663,"IFT80","57560","intraflagellar transport 80"
"ENSG00000130254",591.886080292932,-0.0301189845219236,0.0770760678788223,-0.390769603987533,0.695967544580256,0.763953795629336,"SAFB2","9667","scaffold attachment factor B2"
"ENSG00000130731",539.166791292617,-0.0324428306262936,0.0830725245986127,-0.390536230637625,0.696140069782507,0.764080027010268,"METTL26","84326","methyltransferase like 26"
"ENSG00000203756",1.9212998845867,-0.482561697596966,1.23716717543441,-0.390053751165459,0.696496800756808,0.764408404201944,"TMEM244","253582","transmembrane protein 244"
"ENSG00000100084",177.368178719546,0.0509884426917703,0.130814039500621,0.389778061180721,0.696700667880756,0.764568972221119,"HIRA","7290","histone cell cycle regulator"
"ENSG00000243989",3.7610096326224,0.3570080562912,0.919103839255064,0.388430600595201,0.697697402490073,0.765599545594279,"ACY1","95","aminoacylase 1"
"ENSG00000204172",27.8084774165839,0.126602889442742,0.326243817200979,0.388062187749443,0.697970013302918,0.765835416496435,"AGAP9","642517","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"
